epoch,train_top1,train_top5,train_loss,train_C_loss,train_D_loss,train_E_loss,train_target_loss,eval_loss,eval_top1,eval_top5,lr
21,0.16907051282051283,0.37099358974358976,0.0788928750806894,0.011117327403133878,0.018880754243582487,0.00029992740345709864,0.06677367141804634,0.06508478296492494,0.28989751098096633,0.5373352855051244,0.0002685232518563535
22,0.18649839743589744,0.39563301282051283,0.07751926994667603,0.010897719683364416,0.01933370530605316,0.0003211582372433697,0.06529823652444741,0.06236822081737951,0.3089311859443631,0.5739385065885798,0.00026557698641636835
23,0.19951923076923078,0.4108573717948718,0.0776931963956509,0.01075429649044497,0.019773878921300937,0.0003311533995050316,0.06534946447190566,0.060573318735921367,0.3484626647144949,0.616398243045388,0.0002625166604445689
24,0.21594551282051283,0.42788461538461536,0.07643991164289989,0.010774628354761845,0.019851034375815056,0.00034325569672196603,0.06405234396553193,0.05883894920741831,0.3689604685212299,0.6603221084328033,0.0002593452941132117
25,0.23577724358974358,0.44591346153846156,0.07567760033103135,0.010547231058948316,0.020096205831624758,0.0003600593164521389,0.06327620124778686,0.056834778676183126,0.35724743777452417,0.6720351390922401,0.00025606601717798207
26,0.26221955128205127,0.476161858974359,0.07438381613256076,0.010405235338765077,0.020290119024232414,0.000367700387309574,0.0619585937462174,0.05523826098983145,0.4172767203513909,0.698389458272328,0.0002526820658893033
27,0.2640224358974359,0.48197115384615385,0.07384319727619489,0.010385524899436113,0.02061035371839236,0.0003903780195217293,0.06128869415857853,0.052722739287560716,0.424597364568082,0.7291361640696994,0.00024919677979854776
28,0.281650641025641,0.5032051282051282,0.07278941266047649,0.010204241085702028,0.020693525003317077,0.0003974775032614931,0.06027131494230185,0.052080845883004316,0.4407027818448023,0.7130307467493445,0.0002456135984623034
29,0.2936698717948718,0.5028044871794872,0.07216622482221095,0.0101913338383803,0.02080909326338233,0.0004163165488138568,0.05959952715784311,0.05058856303551361,0.4641288433818482,0.7554904833806905,0.00024193605804794646
30,0.31951121794871795,0.5474759615384616,0.07103005849207059,0.009948173036368994,0.020831520513941843,0.0004287455509863018,0.05854668272420382,0.048930286875711874,0.47291361639824303,0.7159590044796554,0.000238167787843871
31,0.31650641025641024,0.5386618589743589,0.07041261689021037,0.00977876538840624,0.020955270526405327,0.0004397728881509139,0.05794309301731678,0.04805187546643994,0.4612005856515373,0.7467057101461234,0.0002343125066778196
32,0.33513621794871795,0.5556891025641025,0.07097393644448274,0.009793134830080165,0.020955631187042363,0.00044020233158684836,0.05849834904074669,0.0476908369772518,0.5007320644216691,0.7701317717268038,0.00023037401924684946
33,0.34975961538461536,0.5659054487179487,0.06937757764871304,0.009718373256663863,0.021007642567826387,0.00046429491162715026,0.05690145318229229,0.045652126890673994,0.49633967789165445,0.7686676429707344,0.00022635621236255567
34,0.3391426282051282,0.5665064102564102,0.06876049525080583,0.009630643744738055,0.02113160736954365,0.00046952128431234415,0.05626778619793745,0.04412935580376476,0.5241581259587149,0.7730600294134802,0.00022226305111525726
35,0.37319711538461536,0.6063701923076923,0.06792469511333948,0.009419862634669512,0.021350822017456476,0.0004904129289057798,0.05542025581384317,0.043842345863406164,0.5197657394287003,0.7774524159871292,0.00021809857496093199
36,0.35957532051282054,0.578926282051282,0.068189981369636,0.009409887787814323,0.021180207805278208,0.0004903547083720183,0.05575780119173802,0.04293007465245783,0.5153733528550513,0.7686676427961967,0.00021386689373476087
37,0.3848157051282051,0.6055689102564102,0.06578020249994901,0.009074426235225147,0.02118468485199488,0.0005256861318813231,0.05346628357298099,0.041346590071480234,0.5402635431918009,0.7906295756208076,0.00020957218359521706
38,0.38221153846153844,0.6041666666666666,0.06673571441131525,0.009055876274569294,0.02140143499351465,0.0005182325381051319,0.054345496834661715,0.04090830965695758,0.5475841874521263,0.7920937044641458,0.0002052186829027017
39,0.3685897435897436,0.5891426282051282,0.06770377875998235,0.009082925523846196,0.021501007573440287,0.000523082411979349,0.055260972143747866,0.04136669139430952,0.5475841874521263,0.8008784775241752,0.00020081068803679371
40,0.3952323717948718,0.6133814102564102,0.06626268593260111,0.008833076366080115,0.021316672997692458,0.0005298126085947913,0.05399086063679976,0.04041406925696754,0.5622254758855085,0.8038067351672171,0.0001963525491562421
41,0.41326121794871795,0.632011217948718,0.0653125868202784,0.0087022566391776,0.021214169999345753,0.0005400831111891863,0.05312998263308635,0.03862783317706421,0.5695461200585652,0.8052708640105554,0.00019184866590588439
42,0.42748397435897434,0.6416266025641025,0.06359413192153741,0.008511059404088136,0.02105835835950879,0.0005737648838802647,0.05153685858329901,0.037612784004839764,0.5505124450951684,0.8243045391484899,0.0001873034830747282
43,0.41346153846153844,0.6284054487179487,0.06554845947390184,0.008570731844370946,0.02154138699794809,0.0005480831928136281,0.053284378411869206,0.037538860854999564,0.5680819912588614,0.8257686678609247,0.0001827214862094814
44,0.4387019230769231,0.6604567307692307,0.06321745482870401,0.008307273290717067,0.0210723766985421,0.0005771367988274553,0.05123473971317976,0.03693232185713194,0.5783308931185944,0.8052708640105554,0.0001781071971878587
45,0.42528044871794873,0.6368189102564102,0.06460955321120146,0.008431748319894839,0.021272558993540514,0.0005565148452520729,0.052505223820797906,0.0384950944949296,0.575402635431918,0.8125915083145153,0.00017346516975603462
46,0.4417067307692308,0.6566506410256411,0.0625927635970024,0.00821998918381257,0.021047699742783338,0.0005776560686242122,0.05065462552011013,0.0369786484546054,0.595900439238653,0.8199121524439374,0.00016879998503464567
47,0.43970352564102566,0.6544471153846154,0.06309097288892819,0.008161609580453772,0.020902308217512492,0.0005859422166488515,0.0512310289658415,0.03670188653695985,0.582723279648609,0.831625183277912,0.00016411624699777714
48,0.44751602564102566,0.6578525641025641,0.0637572484377485,0.00830783762742216,0.020982863775526103,0.0005748161336389155,0.051811040964168616,0.03568214513525083,0.590043923952569,0.8155197659575573,0.000159418577929397
49,0.4485176282051282,0.6580528846153846,0.06328450821531124,0.008106504178916415,0.021085681889253933,0.0005817022314519049,0.05137495269091465,0.03537350067784287,0.5944363103953147,0.8462664717112942,0.00015471161386171922
50,0.4629407051282051,0.6722756410256411,0.060881939239035815,0.007932219988642594,0.020495856180787086,0.0006017478513874663,0.049270009550337605,0.03556838080199711,0.6120058565590077,0.8345534409645885,0.00015
51,0.45853365384615385,0.6608573717948718,0.06239523225201246,0.007941473741084337,0.020593616186091915,0.0005835212643246334,0.050747787556014,0.03489650839920624,0.6295754027227008,0.8506588583285777,0.00014528838613828076
52,0.4671474358974359,0.6784855769230769,0.06167331899110323,0.007923426461788133,0.020558411207718726,0.000602258505144467,0.05003968029259107,0.03513207797664675,0.6193265008629677,0.8448023429552248,0.000140581422070603
53,0.47095352564102566,0.6796875,0.061427730899781756,0.007856607577429177,0.02041017727401012,0.0006048920434132481,0.04987905985222031,0.03472876726577432,0.6207906297063059,0.8521229866483027,0.00013588375300222283
54,0.46634615384615385,0.6662660256410257,0.061927543953061104,0.007860057560416559,0.02069021053970433,0.0005925707942552458,0.05027040829643225,0.03507297616970138,0.6251830162363206,0.8565153736146617,0.00013120001496535436
55,0.4831730769230769,0.6949118589743589,0.061355423564330124,0.00782972585875541,0.020440806664574224,0.000595775147443279,0.049808900277966105,0.03422401828001394,0.6090775988723314,0.8330893116849059,0.00012653483024396535
56,0.4675480769230769,0.6728766025641025,0.0625850539176892,0.007944553424843038,0.020824268896084946,0.0005872639460274234,0.05084261895181277,0.03384084929746206,0.6281112738357282,0.8389458274946031,0.0001218928028121413
57,0.48517628205128205,0.6822916666666666,0.061023164325608656,0.007715482811013667,0.020270353213000376,0.0005881941781412117,0.0495935519799017,0.034282510464746466,0.6266471451232932,0.8345534405282441,0.00011727851379051865
58,0.484775641025641,0.6824919871794872,0.06101859095864571,0.00785523472735897,0.020395119250632632,0.0006006367218035918,0.049478194234558404,0.03335052496299562,0.6398243047133372,0.8389458274509687,0.00011269651692527176
59,0.48998397435897434,0.6963141025641025,0.05997408202920969,0.007630615301119785,0.02001549569794383,0.0006042434755587378,0.048673939962799735,0.033223275787921114,0.6325036604966461,0.8653001467619599,0.00010815133409411562
60,0.49939903846153844,0.6834935897435898,0.05951987806325539,0.007611653958566678,0.020020670532129515,0.000597545994260611,0.048227929522116214,0.03318355114664201,0.6339677893399843,0.8462664712749498,0.00010364745084375792
61,0.48056891025641024,0.6776842948717948,0.060710252596972845,0.007767576434745047,0.020400115784305412,0.000585551202209153,0.04920895508705424,0.03373285340987921,0.628111273922997,0.8477306005546325,9.918931196320629e-05
62,0.5178285256410257,0.703125,0.05918861230692038,0.007558859747428543,0.01978831940617126,0.0005894650052934408,0.048013954232327447,0.03297561834161313,0.6251830163235895,0.8521229866483027,9.478131709729834e-05
63,0.5100160256410257,0.703926282051282,0.06013474780588578,0.007589611935262115,0.019959964604379658,0.0006016062888636206,0.048874274684259526,0.033006848110156035,0.6442166911997174,0.8623718890752834,9.042781640478288e-05
64,0.5092147435897436,0.7081330128205128,0.060001062300915904,0.007586014731667745,0.019969890180688638,0.0005989831723780251,0.04873910688389188,0.03260624094553957,0.648609077729732,0.8462664712749498,8.613310626523909e-05
65,0.5190304487179487,0.7107371794871795,0.05759399928725683,0.007338478110539608,0.019399533746764064,0.0006123119625650967,0.046653869800651684,0.03234752011246772,0.6398243047569716,0.8506588578049644,8.190142503906798e-05
66,0.5186298076923077,0.7159455128205128,0.057937250568125494,0.007350147424194102,0.01954961470208871,0.0006110887343544537,0.04693290976902995,0.03188172965085524,0.6412884336439443,0.8653001462383466,7.773694888474267e-05
67,0.5114182692307693,0.7007211538461539,0.06014796568510624,0.007595738957230098,0.020018790275431596,0.0006084886701547732,0.04885875809794435,0.03317417070204133,0.6442166913306206,0.8565153731783173,7.364378763744429e-05
68,0.5128205128205128,0.7021233974358975,0.058976926578161046,0.007499241586535787,0.01979501085737959,0.0006046602720743977,0.047817361397812,0.03159690078342467,0.6368960470702952,0.847730600118288,6.962598075315046e-05
69,0.5296474358974359,0.7139423076923077,0.058931895125752844,0.0074183766473419005,0.019658877168041773,0.0006066313618271707,0.04785834059405785,0.03275689065980004,0.6500732062676291,0.8506588583285777,6.568749332218038e-05
70,0.524238782051282,0.7061298076923077,0.05872678859398151,0.007331633609003172,0.019440415966061827,0.0006206012862653901,0.04776972810475108,0.03103346260889034,0.6603221081709967,0.8653001467619599,6.183221215612904e-05
71,0.5270432692307693,0.7149439102564102,0.05784469159940878,0.007302356498817412,0.019362561130084287,0.0006186946516092389,0.04693124639109159,0.031467586799387,0.6500732066603391,0.8638360179186216,5.80639419520535e-05
72,0.5416666666666666,0.7229567307692307,0.05688186786256921,0.0072022040989488745,0.019163394048332404,0.0006147241083687196,0.046089738893967405,0.03187336492329007,0.6500732067039735,0.8565153731783173,5.4386401537696536e-05
73,0.5428685897435898,0.7283653846153846,0.056873786000487134,0.007205242816454325,0.019142666748032357,0.0006188177378648199,0.04608709503633854,0.031649585769649484,0.6412884336439443,0.8638360173950084,5.080322020145224e-05
74,0.538261217948718,0.7327724358974359,0.05719212655169077,0.007167373180914766,0.019099601765330404,0.0006252789809458101,0.046435224859473795,0.03127538623345544,0.6442166913306206,0.8609077597083319,4.7317934110696685e-05
75,0.5280448717948718,0.7159455128205128,0.0582487388776663,0.007285196892320154,0.01948551398415405,0.0006221891401368432,0.047291578653340154,0.03149367875445465,0.6647144951373557,0.8565153731783173,4.3933982822017876e-05
76,0.5110176282051282,0.7013221153846154,0.05966988960519815,0.007557427056897909,0.02013706780659656,0.0005994232448686559,0.04835232197999572,0.03146710972223938,0.6632503662940175,0.8638360173950084,4.06547058867883e-05
77,0.5434695512820513,0.7283653846153846,0.057175392881991006,0.007171701227959532,0.018957154264148228,0.0006275036881934517,0.04647284914524509,0.031605692899419134,0.6617862370143348,0.8638360174822772,3.7483339555431055e-05
78,0.5426682692307693,0.7295673076923077,0.05786865768142235,0.007285388959691119,0.019409848150247946,0.0006105207042613378,0.04694635440141727,0.03094298251267757,0.6544655932339882,0.8653001467619599,3.442301358363163e-05
79,0.5266426282051282,0.7105368589743589,0.05839460823111809,0.007295360618557494,0.019519807364887152,0.0006121073423016171,0.04742369775731976,0.03157749066830205,0.6573938509206646,0.8579795025452688,3.1476748143646435e-05
80,0.539863782051282,0.717948717948718,0.05763644082710529,0.007297617884782644,0.01940203692095402,0.0006092622648933544,0.046712873969227076,0.030110565866418675,0.6720351393540468,0.8711566621353127,2.8647450843757897e-05
81,0.5348557692307693,0.7191506410256411,0.059349863981016174,0.007354649927061147,0.019711379122991975,0.0006080698304009648,0.048280224204063416,0.030847996789662067,0.6661786239806939,0.8638360179186216,2.593791385881574e-05
82,0.5308493589743589,0.7063301282051282,0.059181855275080755,0.007402919802981882,0.01985106397515688,0.0006056894779202337,0.04803798556662141,0.030593701006945546,0.6559297220773264,0.8609077597083319,2.335081117469777e-05
83,0.5472756410256411,0.7313701923076923,0.05675396638420912,0.007155666862112971,0.018943019784413852,0.0006179703167827728,0.046067303500305384,0.030899714094915293,0.6632503662940175,0.872620790978651,2.0888695949408434e-05
84,0.5270432692307693,0.7105368589743589,0.05862055936207374,0.007335071422111912,0.019583396565837737,0.0005975793198255511,0.047614139958451956,0.03069218584659508,0.6705710105107086,0.872620790978651,1.855399799342046e-05
85,0.5234375,0.7019230769230769,0.05867535532571566,0.007327315609496183,0.019410176942936886,0.0006100603019988809,0.047736333874173656,0.03176654228943333,0.6691068816673703,0.8653001462383466,1.634902137174483e-05
86,0.5512820512820513,0.7399839743589743,0.056142994608634554,0.007061261137445958,0.01887898265909499,0.0006077162593450899,0.045523810415313795,0.030468460565124738,0.6691068816673703,0.8638360173950084,1.4275942130097096e-05
87,0.5434695512820513,0.7205528846153846,0.0570294997201134,0.007181932895969695,0.019085085837361522,0.0006227802727013254,0.046273579952330925,0.030815208628010085,0.6764275258840614,0.868228403925023,1.233680614740286e-05
88,0.5574919871794872,0.734375,0.05668844748288393,0.007047917250579653,0.01884242651673655,0.0006082207983126864,0.046089021429323994,0.03089537387536525,0.6647144951373557,0.8638360179186216,1.0533527116762296e-05
89,0.5330528846153846,0.711738782051282,0.05818791935841242,0.007323216730489945,0.01967758850719875,0.0005963653397301618,0.04714905099274638,0.030615957069318432,0.6647144951373557,0.8667642750816847,8.867884656866181e-06
90,0.5482772435897436,0.7319711538461539,0.057531542622317106,0.007257608992334168,0.01928320973036954,0.0006170660064806446,0.046668388498708226,0.0306055593204795,0.6749633970407232,0.868228403925023,7.34152255572697e-06
91,0.5544871794871795,0.734375,0.057318975838522114,0.007122429028057899,0.018982194083480116,0.000622691170951256,0.04662804994493341,0.029915231725918253,0.6749633970407232,0.8696925327683612,5.955947148458556e-06
92,0.5204326923076923,0.7013221153846154,0.05933911216039306,0.00734385650139302,0.01971982114422971,0.0005854689827687346,0.04827945336747246,0.03080192541548134,0.6734992681973849,0.8653001462383466,4.712525830705355e-06
93,0.5446714743589743,0.7313701923076923,0.0570912341802166,0.007312170268657307,0.0192976444064138,0.0006240322950478189,0.04619769541881023,0.031158723695255477,0.6691068816673703,0.8667642756052981,3.612485709187901e-06
94,0.5466746794871795,0.7247596153846154,0.05710757941676256,0.007149493297896324,0.01912779141909992,0.000612079547583842,0.04635183343616051,0.030111183293741933,0.6647144951373557,0.8667642750816847,2.6569123906966916e-06
95,0.5272435897435898,0.7103365384615384,0.05925577708209554,0.007301345983973871,0.019502973589950647,0.0006100111075703843,0.04829004453495145,0.03028358238726025,0.6705710105107086,0.8609077602319453,1.8467489107293509e-06
96,0.5450721153846154,0.7275641025641025,0.058409927890468866,0.007268871837414992,0.01934924758134935,0.0006131829075643625,0.04751740659897526,0.03115869502197422,0.6676427528240321,0.8535871154916409,1.1827948028283352e-06
97,0.5498798076923077,0.7285657051282052,0.05706657569568891,0.007210582297725173,0.019158890524592537,0.0006180533966518198,0.04627156485684025,0.03034955476401142,0.6705710105107086,0.8667642750816847,6.657053095380005e-07
98,0.5462740384615384,0.7245592948717948,0.057002922448401265,0.007165280170738697,0.019182141350868803,0.0006131115656805774,0.046218709053041845,0.0303402952904408,0.6734992681973849,0.8711566616116995,2.959907357592661e-07
99,0.5582932692307693,0.7389823717948718,0.056251708418130875,0.007084407745144115,0.01887055765837431,0.0006156043734965631,0.045623480449788846,0.030877539214417667,0.6632503662940175,0.8623718885516701,7.401594514025999e-08
